Bird,ATLAS,Date,N,Duration,Distance,Straightness,Speed,dayref,ScaledDay,Pen,Sex,Mass,ScaledMass,Spatial_Score,SpatialRating,Test_Order,ScaledTestOrder
949,44001004175,01/09/2017,9,3000,142.3213436,0.443292694,0.047440448,1,-2.195596641,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,08/09/2017,11,3000,123.23356,0.551619492,0.041077853,8,-1.279125591,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,09/09/2017,11,3000,210.4100837,0.863417808,0.070136695,9,-1.148201155,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,15/09/2017,11,3000,99.04523231,0.350064777,0.033015077,15,-0.36265454,B,F,760,-0.827003644,2,Ok,35,0.901365666
958,44001004135,27/09/2017,7,3000,40.54637526,0.260359257,0.013515458,27,1.208438689,B,F,760,-0.827003644,2,Ok,35,0.901365666
963,44001004052,29/09/2017,10,3000,3.771149729,0.010430373,0.00125705,29,1.47028756,B,F,790,-0.534910272,3,Ok,30,0.431076407
989,44001004067,21/09/2017,11,3000,18.85701833,0.09298768,0.006285673,21,0.422892074,B,M,870,0.244005386,5,Good,31,0.525134259
989,44001004067,26/09/2017,11,3000,129.2832415,0.392225185,0.043094414,26,1.077514253,B,M,870,0.244005386,5,Good,31,0.525134259
1003,44001004036,15/09/2017,8,2700,24.38594297,0.122713338,0.009031831,15,-0.36265454,B,M,940,0.925556587,3,Ok,30,0.431076407
1003,44001004036,01/09/2017,10,2700,37.23347134,0.148394599,0.013790175,1,-2.195596641,B,M,940,0.925556587,3,Ok,30,0.431076407
1003,44001004036,20/09/2017,10,2700,73.72652245,0.288002284,0.027306119,20,0.291967638,B,M,940,0.925556587,3,Ok,30,0.431076407
1003,44001004036,17/09/2017,10,2700,26.60105982,0.102909805,0.009852244,17,-0.100805669,B,M,940,0.925556587,3,Ok,30,0.431076407
787,44001004024,16/09/2017,10,2700,68.74299064,0.33639583,0.025460367,16,-0.231730105,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
787,44001004024,20/09/2017,9,2700,31.97426273,0.112541706,0.01184232,20,0.291967638,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
791,44001004168,24/09/2017,10,2700,65.94626591,0.143609103,0.024424543,24,0.815665381,A,F,760,-0.827003644,2,Ok,17,-0.791675664
804,44001004173,21/09/2017,7,2700,84.52264758,0.344065379,0.031304684,21,0.422892074,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
814,44001004057,13/09/2017,10,2700,92.35580544,0.393094704,0.034205854,13,-0.624503412,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,24/09/2017,10,2700,96.74039182,0.225371622,0.035829775,24,0.815665381,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,04/09/2017,10,2700,26.5560351,0.091922157,0.009835569,4,-1.802823334,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,10/09/2017,10,2700,37.58293983,0.179247799,0.013919607,10,-1.017276719,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,14/09/2017,10,2700,95.53731805,0.451102347,0.035384192,14,-0.493578976,A,F,820,-0.2428169,3,Ok,44,1.747886331
830,44001004047,23/09/2017,9,2700,68.31153071,0.279514036,0.025300567,23,0.684740946,A,M,1030,1.801836703,2,Ok,20,-0.509502109
830,44001004047,09/09/2017,10,2700,50.28094024,0.18654608,0.01862257,9,-1.148201155,A,M,1030,1.801836703,2,Ok,20,-0.509502109
836,44001004109,13/09/2017,10,2700,25.15869796,0.112797951,0.009318036,13,-0.624503412,A,M,950,1.022921045,2,Ok,11,-1.356022774
842,44001004156,19/09/2017,10,2700,124.5534221,0.321365492,0.046130897,19,0.161043203,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
853,44001004026,19/09/2017,8,2700,117.3128512,0.504611223,0.043449204,19,0.161043203,D,F,770,-0.729639186,6,Good,24,-0.133270702
862,44001004095,12/09/2017,10,2700,28.13187704,0.119607157,0.010419214,12,-0.755427848,C,M,940,0.925556587,0,Bad,26,0.054845001
862,44001004095,25/09/2017,10,2700,213.3515701,0.695470921,0.0790191,25,0.946589817,C,M,940,0.925556587,0,Bad,26,0.054845001
874,44001004158,18/09/2017,10,2700,62.25065133,0.278586317,0.023055797,18,0.030118767,D,F,790,-0.534910272,3,Ok,22.5,-0.27435748
885,44001004077,11/09/2017,10,2700,50.61613427,0.233566478,0.018746716,11,-0.886352283,C,F,670,-1.703283759,3,Ok,43,1.653828479
886,44001004178,23/09/2017,10,2700,19.9738988,0.087812755,0.00739774,23,0.684740946,D,M,990,1.412378874,2,Ok,13,-1.167907071
887,44001004162,21/09/2017,10,2700,47.9799631,0.199343125,0.017770357,21,0.422892074,D,M,860,0.146640929,1,Bad,28,0.242960704
889,44001004030,17/09/2017,9,2700,41.76786246,0.196159225,0.015469579,17,-0.100805669,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
905,44001004131,21/09/2017,10,2700,8.930556452,0.033159355,0.003307614,21,0.422892074,C,F,790,-0.534910272,0,Bad,27,0.148902852
940,44001004083,30/09/2017,10,2700,180.2273095,0.595258005,0.066750855,30,1.601211996,C,M,970,1.217649959,1,Bad,14,-1.073849219
943,44001004071,24/09/2017,10,2700,40.97980284,0.127522526,0.015177705,24,0.815665381,C,F,810,-0.340181357,1,Bad,29,0.337018556
949,44001004175,14/09/2017,10,2700,50.34903953,0.251084591,0.018647792,14,-0.493578976,C,F,750,-0.924368101,1,Bad,24,-0.133270702
949,44001004175,20/09/2017,10,2700,10.60084181,0.038336582,0.003926238,20,0.291967638,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,30/09/2017,7,2700,166.4361406,0.507217134,0.061643015,30,1.601211996,B,F,760,-0.827003644,2,Ok,35,0.901365666
958,44001004135,25/09/2017,9,2700,143.7424857,0.320523217,0.053237958,25,0.946589817,B,F,760,-0.827003644,2,Ok,35,0.901365666
958,44001004135,04/09/2017,10,2700,27.84905578,0.127072742,0.010314465,4,-1.802823334,B,F,760,-0.827003644,2,Ok,35,0.901365666
989,44001004067,23/09/2017,9,2700,44.49055966,0.171747792,0.016477985,23,0.684740946,B,M,870,0.244005386,5,Good,31,0.525134259
1005,44001004111,01/09/2017,9,2400,45.93479497,0.192495301,0.019139498,1,-2.195596641,B,F,660,-1.800648217,3,Ok,39,1.277597072
1008,44001004108,13/09/2017,9,2400,186.5206172,0.628318642,0.077716924,13,-0.624503412,B,M,880,0.341369844,3,Ok,19,-0.603559961
789,44001004160,21/09/2017,9,2400,24.73124259,0.113470815,0.010304684,21,0.422892074,A,M,1000,1.509743331,1,Bad,30,0.431076407
789,44001004160,04/09/2017,9,2400,39.74793409,0.164107982,0.016561639,4,-1.802823334,A,M,1000,1.509743331,1,Bad,30,0.431076407
789,44001004160,08/09/2017,4,2400,62.10361124,0.815342623,0.025876505,8,-1.279125591,A,M,1000,1.509743331,1,Bad,30,0.431076407
791,44001004168,08/09/2017,9,2400,24.33016046,0.104769935,0.010137567,8,-1.279125591,A,F,760,-0.827003644,2,Ok,17,-0.791675664
791,44001004168,18/09/2017,9,2400,80.58554568,0.440011103,0.033577311,18,0.030118767,A,F,760,-0.827003644,2,Ok,17,-0.791675664
791,44001004168,21/09/2017,9,2400,22.31564252,0.087159261,0.009298184,21,0.422892074,A,F,760,-0.827003644,2,Ok,17,-0.791675664
809,44001004153,29/09/2017,9,2400,138.1579882,0.485632706,0.057565828,29,1.47028756,A,M,940,0.925556587,1,Bad,19,-0.603559961
810,44001004102,08/09/2017,9,2400,102.318096,0.529705166,0.04263254,8,-1.279125591,A,F,710,-1.31382593,1,Bad,23,-0.227328554
810,44001004102,24/09/2017,9,2400,149.8596776,0.496815535,0.062441532,24,0.815665381,A,F,710,-1.31382593,1,Bad,23,-0.227328554
810,44001004102,16/09/2017,9,2400,39.69915394,0.19377065,0.016541314,16,-0.231730105,A,F,710,-1.31382593,1,Bad,23,-0.227328554
814,44001004057,19/09/2017,9,2400,60.79078352,0.194006978,0.025329493,19,0.161043203,A,F,820,-0.2428169,3,Ok,44,1.747886331
834,44001004164,24/09/2017,9,2400,1.465070364,0.008385715,0.000610446,24,0.815665381,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,01/09/2017,7,2400,66.93044167,0.343463515,0.027887684,1,-2.195596641,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,21/09/2017,9,2400,67.66667054,0.202589051,0.028194446,21,0.422892074,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,26/09/2017,7,2400,44.50432455,0.130842256,0.018543469,26,1.077514253,A,M,950,1.022921045,2,Ok,11,-1.356022774
844,44001004147,16/09/2017,9,2400,191.7440723,0.690675594,0.079893363,16,-0.231730105,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
853,44001004026,19/09/2017,9,2400,70.4454657,0.270851332,0.029352277,19,0.161043203,D,F,770,-0.729639186,6,Good,24,-0.133270702
859,44001004094,24/09/2017,9,2400,16.74895893,0.083401728,0.006978733,24,0.815665381,D,M,860,0.146640929,5,Good,23.5,-0.180299628
885,44001004077,29/09/2017,9,2400,40.36661357,0.127287163,0.016819422,29,1.47028756,C,F,670,-1.703283759,3,Ok,43,1.653828479
886,44001004178,15/09/2017,9,2400,63.45984927,0.245460352,0.026441604,15,-0.36265454,D,M,990,1.412378874,2,Ok,13,-1.167907071
886,44001004178,09/09/2017,9,2400,65.36259921,0.275906335,0.027234416,9,-1.148201155,D,M,990,1.412378874,2,Ok,13,-1.167907071
893,44001004127,21/09/2017,9,2400,56.78488285,0.223908969,0.023660368,21,0.422892074,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
893,44001004127,08/09/2017,7,2400,7.724681803,0.040152425,0.003218617,8,-1.279125591,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
911,44001004114,04/09/2017,8,2400,21.4108912,0.074230686,0.008921205,4,-1.802823334,C,M,970,1.217649959,1,Bad,9,-1.544138477
920,44001004112,17/09/2017,9,2400,24.29838415,0.125371144,0.010124327,17,-0.100805669,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
920,44001004112,20/09/2017,9,2400,61.29391196,0.399526837,0.02553913,20,0.291967638,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
933,44001004002,11/09/2017,9,2400,14.350678,0.064430146,0.005979449,11,-0.886352283,C,F,800,-0.437545815,2,Ok,15,-0.979791367
933,44001004002,04/09/2017,9,2400,11.50104136,0.050139453,0.004792101,4,-1.802823334,C,F,800,-0.437545815,2,Ok,15,-0.979791367
940,44001004083,21/09/2017,9,2400,124.0917369,0.498086727,0.05170489,21,0.422892074,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,21/09/2017,9,2400,145.25947,0.709682787,0.060524779,21,0.422892074,C,M,970,1.217649959,1,Bad,14,-1.073849219
940,44001004083,09/09/2017,9,2400,109.1759512,0.519376456,0.04548998,9,-1.148201155,C,M,970,1.217649959,1,Bad,14,-1.073849219
943,44001004071,23/09/2017,9,2400,28.0142925,0.157166839,0.011672622,23,0.684740946,C,F,810,-0.340181357,1,Bad,29,0.337018556
949,44001004175,26/09/2017,9,2400,114.5965019,0.37794167,0.047748542,26,1.077514253,C,F,750,-0.924368101,1,Bad,24,-0.133270702
963,44001004052,07/09/2017,9,2400,10.57939118,0.065240111,0.00440808,7,-1.410050026,B,F,790,-0.534910272,3,Ok,30,0.431076407
974,44001004097,25/09/2017,9,2400,160.0539934,0.634934598,0.066689164,25,0.946589817,B,M,930,0.82819213,2,Ok,37.5,1.136510295
974,44001004097,23/09/2017,9,2400,92.97443867,0.334537953,0.038739349,23,0.684740946,B,M,930,0.82819213,2,Ok,37.5,1.136510295
1006,44001004006,23/09/2017,8,2100,174.7809016,0.83227274,0.083229001,23,0.684740946,B,F,730,-1.119097016,2,Ok,14,-1.073849219
1006,44001004006,18/09/2017,7,2100,87.303536,0.315146788,0.041573112,18,0.030118767,B,F,730,-1.119097016,2,Ok,14,-1.073849219
781,44001004148,07/09/2017,8,2100,109.2810991,0.365127451,0.052038619,7,-1.410050026,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
781,44001004148,23/09/2017,8,2100,88.10250175,0.492583709,0.041953572,23,0.684740946,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
787,44001004024,21/09/2017,8,2100,42.31295858,0.163663591,0.020149028,21,0.422892074,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
787,44001004024,19/09/2017,8,2100,129.0932013,0.766546343,0.061472953,19,0.161043203,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
789,44001004160,04/09/2017,7,2100,43.14337502,0.248269811,0.020544464,4,-1.802823334,A,M,1000,1.509743331,1,Bad,30,0.431076407
791,44001004168,09/09/2017,8,2100,53.44419864,0.250348507,0.025449618,9,-1.148201155,A,F,760,-0.827003644,2,Ok,17,-0.791675664
791,44001004168,14/09/2017,8,2100,57.57095686,0.232793197,0.027414741,14,-0.493578976,A,F,760,-0.827003644,2,Ok,17,-0.791675664
791,44001004168,14/09/2017,8,2100,68.67764036,0.273557665,0.032703638,14,-0.493578976,A,F,760,-0.827003644,2,Ok,17,-0.791675664
792,44001004182,30/09/2017,8,2100,48.2939909,0.187534542,0.022997139,30,1.601211996,A,F,720,-1.216461473,1,Bad,42,1.559770627
810,44001004102,26/09/2017,8,2100,57.03551021,0.397230898,0.027159767,26,1.077514253,A,F,710,-1.31382593,1,Bad,23,-0.227328554
810,44001004102,23/09/2017,8,2100,26.06556508,0.129114509,0.012412174,23,0.684740946,A,F,710,-1.31382593,1,Bad,23,-0.227328554
811,44001004177,04/09/2017,6,2100,69.7810405,0.578515041,0.033229067,4,-1.802823334,A,F,710,-1.31382593,1,Bad,19.5,-0.556531035
814,44001004057,19/09/2017,8,2100,100.3887308,0.548086786,0.047804158,19,0.161043203,A,F,820,-0.2428169,3,Ok,44,1.747886331
830,44001004047,21/09/2017,8,2100,108.8628283,0.560922804,0.051839442,21,0.422892074,A,M,1030,1.801836703,2,Ok,20,-0.509502109
830,44001004047,19/09/2017,8,2100,96.69390661,0.497247111,0.046044717,19,0.161043203,A,M,1030,1.801836703,2,Ok,20,-0.509502109
834,44001004164,30/09/2017,8,2100,217.148528,0.735175079,0.103404061,30,1.601211996,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
836,44001004109,21/09/2017,8,2100,130.3893904,0.625663251,0.062090186,21,0.422892074,A,M,950,1.022921045,2,Ok,11,-1.356022774
842,44001004156,12/09/2017,8,2100,108.3033154,0.49183888,0.051573007,12,-0.755427848,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
842,44001004156,20/09/2017,7,2100,48.21699862,0.192247501,0.022960476,20,0.291967638,D,M,980,1.315014417,2,Ok,14.5,-1.026820293
856,44001004101,29/09/2017,8,2100,25.25665032,0.110079497,0.012026976,29,1.47028756,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,21/09/2017,8,2100,129.5059607,0.537642526,0.061669505,21,0.422892074,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,26/09/2017,8,2100,36.90220748,0.287974707,0.01757248,26,1.077514253,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,09/09/2017,7,2100,124.1202026,0.771187954,0.059104858,9,-1.148201155,D,M,1000,1.509743331,4,Good,44.5,1.794915256
861,44001004103,24/09/2017,7,2100,34.70270887,0.207834107,0.016525099,24,0.815665381,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,27/09/2017,8,2100,81.92020528,0.426460609,0.039009622,27,1.208438689,C,M,940,0.925556587,0,Bad,26,0.054845001
874,44001004158,17/09/2017,6,2100,44.18445642,0.254271519,0.021040217,17,-0.100805669,D,F,790,-0.534910272,3,Ok,22.5,-0.27435748
874,44001004158,21/09/2017,3,2100,360.6992301,0.780480186,0.171761538,21,0.422892074,D,F,790,-0.534910272,3,Ok,22.5,-0.27435748
889,44001004030,19/09/2017,8,2100,74.41899232,0.283694784,0.035437615,19,0.161043203,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
889,44001004030,27/09/2017,7,2100,42.76877383,0.208051296,0.020366083,27,1.208438689,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
893,44001004127,21/09/2017,8,2100,40.35239707,0.185169249,0.019215427,21,0.422892074,D,F,720,-1.216461473,2,Ok,34.5,0.85433674
905,44001004131,09/09/2017,8,2100,44.31987008,0.214845532,0.0211047,9,-1.148201155,C,F,790,-0.534910272,0,Bad,27,0.148902852
920,44001004112,24/09/2017,8,2100,110.7694308,0.381181288,0.052747348,24,0.815665381,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
933,44001004002,01/09/2017,8,2100,46.0383684,0.189937409,0.021923033,1,-2.195596641,C,F,800,-0.437545815,2,Ok,15,-0.979791367
949,44001004175,24/09/2017,8,2100,73.954194,0.261310003,0.035216283,24,0.815665381,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,25/09/2017,8,2100,25.48529589,0.095563798,0.012135855,25,0.946589817,B,F,760,-0.827003644,2,Ok,35,0.901365666
958,44001004135,19/09/2017,8,2100,93.83290547,0.462711093,0.044682336,19,0.161043203,B,F,760,-0.827003644,2,Ok,35,0.901365666
993,44001004080,01/09/2017,8,2100,77.87941053,0.677747108,0.037085434,1,-2.195596641,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
781,44001004148,13/09/2017,7,1800,28.88992672,0.153211881,0.016049959,13,-0.624503412,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
782,44001004063,07/09/2017,7,1800,74.70714602,0.799253371,0.04150397,7,-1.410050026,A,F,900,0.536098758,1,Bad,30.5,0.478105333
787,44001004024,04/09/2017,7,1800,99.2148924,0.519408202,0.055119385,4,-1.802823334,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
789,44001004160,21/09/2017,6,1800,29.90658793,0.179883399,0.016614771,21,0.422892074,A,M,1000,1.509743331,1,Bad,30,0.431076407
791,44001004168,13/09/2017,7,1800,44.24257702,0.247445144,0.024579209,13,-0.624503412,A,F,760,-0.827003644,2,Ok,17,-0.791675664
791,44001004168,23/09/2017,7,1800,131.1132295,0.713153484,0.072840683,23,0.684740946,A,F,760,-0.827003644,2,Ok,17,-0.791675664
791,44001004168,09/09/2017,7,1800,39.28137381,0.152575599,0.021822985,9,-1.148201155,A,F,760,-0.827003644,2,Ok,17,-0.791675664
792,44001004182,08/09/2017,6,1800,28.1981604,0.137061379,0.015665645,8,-1.279125591,A,F,720,-1.216461473,1,Bad,42,1.559770627
804,44001004173,30/09/2017,7,1800,50.70407179,0.411604571,0.028168929,30,1.601211996,A,M,970,1.217649959,1,Bad,24.5,-0.086241777
809,44001004153,26/09/2017,7,1800,156.034885,0.71590701,0.086686047,26,1.077514253,A,M,940,0.925556587,1,Bad,19,-0.603559961
814,44001004057,15/09/2017,7,1800,95.73073268,0.448067252,0.05318374,15,-0.36265454,A,F,820,-0.2428169,3,Ok,44,1.747886331
834,44001004164,17/09/2017,7,1800,36.82096762,0.212947911,0.020456093,17,-0.100805669,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,23/09/2017,7,1800,43.63706636,0.174244199,0.024242815,23,0.684740946,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,23/09/2017,7,1800,28.82110826,0.147585308,0.016011727,23,0.684740946,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,15/09/2017,7,1800,51.92388031,0.3121607,0.0288466,15,-0.36265454,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
834,44001004164,24/09/2017,7,1800,78.88803261,0.500752404,0.043826685,24,0.815665381,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
835,44001004045,04/09/2017,7,1800,37.69498054,0.194675557,0.020941656,4,-1.802823334,A,F,840,-0.048087985,1,Bad,24,-0.133270702
835,44001004045,21/09/2017,6,1800,541.3506064,0.751327417,0.300750337,21,0.422892074,A,F,840,-0.048087985,1,Bad,24,-0.133270702
836,44001004109,13/09/2017,7,1800,18.73192134,0.144280652,0.010406623,13,-0.624503412,A,M,950,1.022921045,2,Ok,11,-1.356022774
836,44001004109,15/09/2017,7,1800,50.56925854,0.269711871,0.028094033,15,-0.36265454,A,M,950,1.022921045,2,Ok,11,-1.356022774
844,44001004147,19/09/2017,7,1800,27.23378396,0.183531776,0.01512988,19,0.161043203,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
844,44001004147,07/09/2017,7,1800,26.13658496,0.106601006,0.014520325,7,-1.410050026,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
853,44001004026,24/09/2017,7,1800,55.47926636,0.311374332,0.030821815,24,0.815665381,D,F,770,-0.729639186,6,Good,24,-0.133270702
856,44001004101,23/09/2017,7,1800,19.64616762,0.061195046,0.010914538,23,0.684740946,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,24/09/2017,7,1800,51.48099593,0.324818432,0.028600553,24,0.815665381,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,19/09/2017,7,1800,123.8411879,0.41735362,0.06880066,19,0.161043203,D,M,1000,1.509743331,4,Good,44.5,1.794915256
856,44001004101,25/09/2017,7,1800,74.01956251,0.328484067,0.041121979,25,0.946589817,D,M,1000,1.509743331,4,Good,44.5,1.794915256
859,44001004094,01/09/2017,6,1800,22.5853928,0.174329251,0.01254744,1,-2.195596641,D,M,860,0.146640929,5,Good,23.5,-0.180299628
861,44001004103,29/09/2017,7,1800,45.30952681,0.233533965,0.025171959,29,1.47028756,D,M,950,1.022921045,9,Good,4,-2.014427736
862,44001004095,18/09/2017,7,1800,98.28760736,0.495608163,0.054604226,18,0.030118767,C,M,940,0.925556587,0,Bad,26,0.054845001
884,44001004157,13/09/2017,7,1800,78.62426938,0.829865134,0.04368015,13,-0.624503412,D,F,620,-2.190106046,7,Good,37,1.089481369
884,44001004157,20/09/2017,6,1800,96.61255234,0.708776459,0.05367364,20,0.291967638,D,F,620,-2.190106046,7,Good,37,1.089481369
885,44001004077,07/09/2017,7,1800,162.0806867,0.586201501,0.090044826,7,-1.410050026,C,F,670,-1.703283759,3,Ok,43,1.653828479
885,44001004077,10/09/2017,7,1800,31.96857352,0.194786493,0.017760319,10,-1.017276719,C,F,670,-1.703283759,3,Ok,43,1.653828479
889,44001004030,21/09/2017,7,1800,25.89465258,0.106215976,0.014385918,21,0.422892074,D,M,850,0.049276472,2,Ok,6.5,-1.779283106
892,44001004139,26/09/2017,7,1800,16.7170323,0.1146283,0.00928724,26,1.077514253,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
892,44001004139,24/09/2017,7,1800,8.064092899,0.036201774,0.004480052,24,0.815665381,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
892,44001004139,08/09/2017,7,1800,56.46066927,0.383919724,0.031367038,8,-1.279125591,D,M,920,0.730827673,3,Ok,17.5,-0.744646738
905,44001004131,27/09/2017,6,1800,40.50357567,0.238937809,0.022501986,27,1.208438689,C,F,790,-0.534910272,0,Bad,27,0.148902852
905,44001004131,23/09/2017,7,1800,74.15886556,0.473650281,0.04119937,23,0.684740946,C,F,790,-0.534910272,0,Bad,27,0.148902852
905,44001004131,10/09/2017,7,1800,10.98380812,0.077228804,0.006102116,10,-1.017276719,C,F,790,-0.534910272,0,Bad,27,0.148902852
911,44001004114,12/09/2017,7,1800,103.325211,0.566076878,0.057402895,12,-0.755427848,C,M,970,1.217649959,1,Bad,9,-1.544138477
920,44001004112,24/09/2017,7,1800,23.99446865,0.130246515,0.01333026,24,0.815665381,C,M,850,0.049276472,1,Bad,24.5,-0.086241777
940,44001004083,15/09/2017,7,1800,11.11357244,0.069233788,0.006174207,15,-0.36265454,C,M,970,1.217649959,1,Bad,14,-1.073849219
949,44001004175,24/09/2017,7,1800,82.63010508,0.264913016,0.045905614,24,0.815665381,C,F,750,-0.924368101,1,Bad,24,-0.133270702
958,44001004135,25/09/2017,7,1800,99.70641455,0.390354102,0.055392453,25,0.946589817,B,F,760,-0.827003644,2,Ok,35,0.901365666
963,44001004052,25/09/2017,7,1800,79.71881591,0.479308283,0.044288231,25,0.946589817,B,F,790,-0.534910272,3,Ok,30,0.431076407
974,44001004097,25/09/2017,7,1800,5.13249251,0.025654843,0.002851385,25,0.946589817,B,M,930,0.82819213,2,Ok,37.5,1.136510295
974,44001004097,23/09/2017,7,1800,104.5554764,0.69941145,0.058086376,23,0.684740946,B,M,930,0.82819213,2,Ok,37.5,1.136510295
989,44001004067,25/09/2017,7,1800,106.4504294,0.498043954,0.059139127,25,0.946589817,B,M,870,0.244005386,5,Good,31,0.525134259
993,44001004080,12/09/2017,7,1800,69.88262496,0.358611192,0.038823681,12,-0.755427848,B,M,1010,1.607107788,3,Ok,26.5,0.101873927
781,44001004148,14/09/2017,6,1500,125.5483168,0.949561345,0.083698878,14,-0.493578976,A,F,780,-0.632274729,2,Ok,27.5,0.195931778
782,44001004063,01/09/2017,6,1500,74.60707508,0.438324745,0.04973805,1,-2.195596641,A,F,900,0.536098758,1,Bad,30.5,0.478105333
787,44001004024,24/09/2017,6,1500,28.98772805,0.1967002,0.019325152,24,0.815665381,A,F,800,-0.437545815,1,Bad,29.5,0.384047482
789,44001004160,11/09/2017,6,1500,26.64956467,0.175277495,0.017766376,11,-0.886352283,A,M,1000,1.509743331,1,Bad,30,0.431076407
792,44001004182,20/09/2017,6,1500,49.4742333,0.317919281,0.032982822,20,0.291967638,A,F,720,-1.216461473,1,Bad,42,1.559770627
792,44001004182,29/09/2017,6,1500,15.92237083,0.124870596,0.010614914,29,1.47028756,A,F,720,-1.216461473,1,Bad,42,1.559770627
792,44001004182,24/09/2017,6,1500,153.6224759,0.812063537,0.102414984,24,0.815665381,A,F,720,-1.216461473,1,Bad,42,1.559770627
810,44001004102,24/09/2017,6,1500,81.05786387,0.523716911,0.054038576,24,0.815665381,A,F,710,-1.31382593,1,Bad,23,-0.227328554
810,44001004102,04/09/2017,6,1500,25.0912798,0.157462737,0.01672752,4,-1.802823334,A,F,710,-1.31382593,1,Bad,23,-0.227328554
810,44001004102,13/09/2017,6,1500,10.76433669,0.104703995,0.007176224,13,-0.624503412,A,F,710,-1.31382593,1,Bad,23,-0.227328554
811,44001004177,08/09/2017,6,1500,73.08352939,0.498505039,0.048722353,8,-1.279125591,A,F,710,-1.31382593,1,Bad,19.5,-0.556531035
814,44001004057,07/09/2017,6,1500,154.9889862,0.768853323,0.103325991,7,-1.410050026,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,21/09/2017,6,1500,129.5803655,0.724731015,0.08638691,21,0.422892074,A,F,820,-0.2428169,3,Ok,44,1.747886331
814,44001004057,11/09/2017,6,1500,118.8421386,0.679727175,0.079228092,11,-0.886352283,A,F,820,-0.2428169,3,Ok,44,1.747886331
834,44001004164,21/09/2017,4,1500,90.55173532,0.117329328,0.060367824,21,0.422892074,A,F,730,-1.119097016,1,Bad,13.5,-1.120878145
839,44001004134,12/09/2017,6,1500,110.048053,0.64375146,0.073365369,12,-0.755427848,D,M,1060,2.093930075,5,Good,35,0.901365666
844,44001004147,23/09/2017,6,1500,33.81614274,0.208329831,0.022544095,23,0.684740946,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
844,44001004147,16/09/2017,6,1500,108.3475948,0.456030839,0.07223173,16,-0.231730105,D,M,900,0.536098758,3,Ok,17.5,-0.744646738
859,44001004094,19/09/2017,6,1500,58.71213243,0.26609539,0.039141422,19,0.161043203,D,M,860,0.146640929,5,Good,23.5,-0.180299628
